"Date","PX_LAST","DIV","DIV_GAP","R"
2008-05-14,6988.75,0,0,2.43718627483185
2008-05-15,7032.65,0,0,0.626187733710032
2008-05-16,7095.66,0,0,0.89197388456069
2008-05-19,7186.76,0,0,1.27571147599182
2008-05-20,7386.38,0,0,2.73973194922945
2008-05-21,7417.36,0,0,0.418543492729218
2008-05-22,7157.8,0,0,-3.56205275330233
2008-05-23,7058.31,0,0,-1.39970251084863
2008-05-26,6885.97,0,0,-2.47196378382771
2008-05-27,6597.09,112,-288.88,-2.60226849344511
2008-05-28,6660.93,0,0,0.963047173075341
2008-05-29,6852.63,0,0,2.83734057500248
2008-05-30,6981.22,0,0,1.85911664081763
2008-06-02,6964.29,0,0,-0.242802282846277
2008-06-03,6794.69,0,0,-2.46542389912881
2008-06-04,6639.1,0,0,-2.31650126486828
2008-06-05,6686.48,0,0,0.71111650917697
2008-06-06,6615.27,0,0,-1.07069641642816
2008-06-07,6481.84,0,0,-2.03761923853655
2008-06-09,6521.25,0,0,0.606165467934491
2008-06-10,6443.82,0,0,-1.19445433907638
2008-06-11,6371.71,0,0,-1.12536525648926
2008-06-16,6433.85,0,0,0.970523550000413
2008-06-17,6478.04,0,0,0.684488057655247
2008-06-18,6424.68,0,0,-0.827117138188537
2008-06-19,6439.52,0,0,0.230717908348283
2008-06-20,6363.11,0,0,-1.19367516327041
2008-06-23,6226.24,0,0,-2.17446322433848
2008-06-24,6058.05,0,0,-2.73846531808628
2008-06-25,5951.21,0,0,-1.77934058930504
2008-06-26,5944.35,0,0,-0.115337163789992
2008-06-27,6054.46,0,0,1.83540019451927
2008-06-30,5918.78,0,0,-2.26648439570444
2008-07-01,5682.85,0,0,-4.0677479120508
2008-07-02,5734.38,0,0,0.902676917242188
2008-07-03,5732.08,0,0,-0.0401170026467847
2008-07-04,5732.41,0,0,0.00575690676324049
2008-07-07,5761.71,0,0,0.509826997884888
2008-07-08,5602.05,0,0,-2.81017034672595
2008-07-09,5452.11,0,0,-2.71299124689539
2008-07-10,5396.9,0,0,-1.01779750603814
2008-07-11,5165.06,0,0,-4.39079954978804
2008-07-14,5207.19,0,0,0.812364370165187
2008-07-15,5036.76,0,0,-3.32773446371459
2008-07-16,5278.72,0,0,4.69206258670718
2008-07-17,5480.76,0,0,3.75601333890393
2008-07-18,5264.6,0,0,-4.02386081847721
2008-07-21,5304.48,0,0,0.754657723593816
2008-07-22,5100.5,0,0,-3.92131723860081
2008-07-23,5082.22,0,0,-0.359040013616094
2008-07-24,5043.4,0,0,-0.766771618883361
2008-07-25,4735.71,0,0,-6.29487952166688
2008-07-28,4370.95,0,0,-8.01512858129922
2008-07-29,4526.03,0,0,3.48647987730182
2008-07-30,4905.96,0,0,8.06056169625644
2008-07-31,4941.42,0,0,0.720194676551883
2008-08-01,5219.01,0,0,5.46549894484349
2008-08-04,5059.75,0,0,-3.09906537711392
2008-08-05,4945.14,0,0,-2.29117988645809
2008-08-06,4741.86,0,0,-4.19758123000526
2008-08-07,4743.54,0,0,0.0354228607663883
2008-08-08,4561.84,0,0,-3.90576414967552
2008-08-11,4465.42,0,0,-2.13627760562126
2008-08-12,4515.29,0,0,1.11061402953282
2008-08-13,4609.04,0,0,2.05501772233062
2008-08-14,4897.43,0,0,6.06909853549018
2008-08-15,4981.84,0,0,1.70887229802761
2008-08-18,4909.3,0,0,-1.46679352565951
2008-08-19,4661.04,0,0,-5.18927662482892
2008-08-20,4831.19,0,0,3.58542149271244
2008-08-21,5015.9,0,0,3.7520052797451
2008-08-22,4873.99,0,0,-2.86999634297478
2008-08-25,4938.24,0,0,1.30960889170669
2008-08-26,4855.83,0,0,-1.68289475079009
2008-08-27,4822.99,0,0,-0.678597722077673
2008-08-28,4928.92,0,0,2.17258294324272
2008-08-29,4810.39,0,0,-2.43417352069549
2008-09-01,4841.23,0,0,0.639065876196172
2008-09-02,4659.15,0,0,-3.83357926072709
2008-09-03,4499.49,0,0,-3.48689710463153
2008-09-04,4242.68,0,0,-5.87689119802339
2008-09-05,3834.09,0,0,-10.1263026513657
2008-09-08,3738.38,0,0,-2.52797560188762
2008-09-09,3241.71,0,0,-14.2551394151157
2008-09-10,3091.99,0,0,-4.72860717890155
2008-09-11,3063.72,0,0,-0.918503267671417
2008-09-12,3229.61,0,0,5.27315230199031
2008-09-15,3375.49,0,0,4.41791120608466
2008-09-16,3104.21,0,0,-8.37812442996535
2008-09-17,3004.4,0,0,-3.26813738419561
2008-09-18,3004.4,0,0,0
2008-09-19,3435.7,0,0,13.4142808653935
2008-09-22,3492.07,0,0,1.62739941118017
2008-09-23,3304.99,0,0,-5.50612360149921
2008-09-24,3426.42,0,0,3.60825367516439
2008-09-25,3574.16,0,0,4.22141991702895
2008-09-26,3674.91,0,0,2.77984590666043
2008-09-29,3488.24,0,0,-5.21313315499353
2008-09-30,3479,0,0,-0.265241484926132
2008-10-01,3543.68,0,0,1.84208390426057
2008-10-02,3352.44,0,0,-5.54772962905914
2008-10-03,2757.57,0,0,-19.5338581785717
2008-10-06,1860.77,0,0,-39.3359476581824
2008-10-07,1744.58,0,0,-6.44765415488987
2008-10-08,1512.39,0,0,-14.2822658000003
2008-10-09,1577.19,0,0,4.19536016458718
2008-10-10,1577.19,0,0,0
2008-10-13,1565.12,0,0,-0.768228428239243
2008-10-14,1926.62,0,0,20.780467390069
2008-10-15,1891.31,0,0,-1.84974616027748
2008-10-16,1845.97,0,0,-2.4264826072444
2008-10-17,1856.86,0,0,0.588200451959498
2008-10-20,1895.91,0,0,2.08120452378206
2008-10-21,1965.32,0,0,3.59561475836552
2008-10-22,2117.65,0,0,7.46519013524215
2008-10-23,1928.32,0,0,-9.36578257680737
2008-10-24,1672.38,0,0,-14.2401395952496
2008-10-27,1672.38,0,0,0
2008-10-28,1675.17,0,0,0.166689109707534
2008-10-29,1914.93,0,0,13.3766415775385
2008-10-30,2335.19,0,0,19.8412189820435
2008-10-31,2651.34,0,0,12.6971914312218
2008-11-01,2820.15,0,0,6.17249024524045
2008-11-05,2989.68,0,0,5.8376283239043
2008-11-06,2766.65,0,0,-7.75291562438977
2008-11-07,2723.22,0,0,-1.58221983491409
2008-11-10,2787.41,0,0,2.3297845598714
2008-11-11,2450.69,0,0,-12.8743231710819
2008-11-12,2450.69,0,0,0
2008-11-13,2358.7,0,0,-3.82589977509731
2008-11-14,2196.72,0,0,-7.11452810451961
2008-11-17,2061.55,0,0,-6.350721170796
2008-11-18,2088.42,0,0,1.294967216331
2008-11-19,2007.09,0,0,-3.97218873597376
2008-11-20,1953.63,0,0,-2.69967313363556
2008-11-21,1856.65,0,0,-5.09153919516429
2008-11-24,2013.85,0,0,8.1274524303134
2008-11-25,2083.35,0,0,3.39288621749561
2008-11-26,1983.56,0,0,-4.90839649746009
2008-11-27,2026.88,0,0,2.16044548544836
2008-11-28,2023.4,0,0,-0.171840013843025
2008-12-01,1836.82,0,0,-9.674344920408
2008-12-02,1746.48,0,0,-5.04334818607694
2008-12-03,1696.32,0,0,-2.91411349074995
2008-12-04,1733.74,0,0,2.18197259686979
2008-12-05,1742.82,0,0,0.522356619539286
2008-12-08,1861.48,0,0,6.58673792678853
2008-12-09,1776.17,0,0,-4.69125095395171
2008-12-10,1813.72,0,0,2.09206240526821
2008-12-11,1919.85,0,0,5.68670732253282
2008-12-12,1920.25,0,0,0.020832790888083
2008-12-15,1913.54,0,0,-0.350045612909202
2008-12-16,1901.97,0,0,-0.606473863941915
2008-12-17,1803.19,0,0,-5.33328725366852
2008-12-18,1730.73,0,0,-4.10140337661796
2008-12-19,1709.7,0,0,-1.22253682983518
2008-12-22,1787.03,0,0,4.42371074221519
2008-12-23,1903.36,0,0,6.30657214604653
2008-12-24,1951.75,0,0,2.51056606087195
2008-12-25,1910.87,0,0,-2.11677702849673
2008-12-26,1899.84,0,0,-0.578896363312238
2008-12-29,1939.85,0,0,2.0840978398121
2008-12-30,1976.36,0,0,1.86461184683026
2008-12-31,1967.07,0,0,-0.471164300427211
2009-01-11,1953.67,0,0,-0.683547094411581
2009-01-12,1912.88,0,0,-2.1099695226
2009-01-13,1864.03,0,0,-2.58691492377229
2009-01-14,1698.3,0,0,-9.31130598258997
2009-01-15,1578.89,0,0,-7.29056822262767
2009-01-16,1559.65,0,0,-1.22606313874632
2009-01-19,1470.55,0,0,-5.88249566408682
2009-01-20,1388.45,0,0,-5.74484634404633
2009-01-21,1390.9,0,0,0.176300259743202
2009-01-22,1305.59,0,0,-6.32959737463002
2009-01-23,1228.38,0,0,-6.09588177742419
2009-01-26,1312.25,0,0,6.60469930398669
2009-01-27,1296.71,0,0,-1.19129337232937
2009-01-28,1322.37,0,0,1.95952938149587
2009-01-29,1356,0,0,2.51136082762668
2009-01-30,1494.26,0,0,9.70919115021913
2009-02-02,1481.19,0,0,-0.878528226860827
2009-02-03,1450.83,0,0,-2.0710012292484
2009-02-04,1477.4,0,0,1.81479796531975
2009-02-05,1427.95,0,0,-3.40439368137146
2009-02-06,1554.75,0,0,8.50749117030758
2009-02-09,1616.78,0,0,3.9121755915097
2009-02-10,1871,0,0,14.6036530374994
2009-02-11,2026.2,0,0,7.96890703454874
2009-02-12,1942.61,0,0,-4.21296879244543
2009-02-13,2151.57,0,0,10.2165378494656
2009-02-16,2026.48,0,0,-5.9897510402784
2009-02-17,1716.34,0,0,-16.6106181167138
2009-02-18,1577.59,0,0,-8.42957505339693
2009-02-19,1698.9,0,0,7.40826167019815
2009-02-20,1621.09,0,0,-4.68822203102838
2009-02-24,1585.43,0,0,-2.22430985842032
2009-02-25,1603.95,0,0,1.16136729773934
2009-02-26,1717.73,0,0,6.85343148348025
2009-02-27,1693.64,0,0,-1.41235928360083
2009-03-02,1613.33,0,0,-4.85796929448387
2009-03-03,1647.63,0,0,2.10375257744119
2009-03-04,1746.9,0,0,5.85048968120412
2009-03-05,1685.25,0,0,-3.59288677776358
2009-03-06,1723.64,0,0,2.252441297951
2009-03-10,1833.06,0,0,6.15483678151491
2009-03-11,1724.23,0,0,-6.12061275301275
2009-03-12,1831.73,0,0,6.04803014618455
2009-03-13,1860.66,0,0,1.56703880166328
2009-03-16,1981.9,0,0,6.3124717053744
2009-03-17,1993.45,0,0,0.581082546163777
